w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Tx
23.6,3.4,1.0,15.2,3.2,17.2,0.0,0.5,14.0,21.0,0.14,0.08,2.0,7.0,0.07,0.06,0.1,0.44,0.4,1.2,1.3,3.8,6.0,30.0,2.4,2.5,4.2,3.8,0.24,1.2,8.13024685182878
10.4,9.4,2.2,17.6,21.2,29.2,0.0,0.51,14.0,30.0,0.14,0.02,2.0,32.0,0.105,0.03,0.1,0.2,2.1,3.6,5.0,4.5,26.0,24.0,1.2,4.9,3.1,1.8,1.36,3.4,3.29966601434366
10.4,10.6,2.2,17.6,5.6,11.2,0.0,0.51,14.0,11.0,0.105,0.1,2.0,27.0,0.035,0.01,0.1,0.4,0.7,0.9,2.3,2.0,22.0,2.0,3.2,0.7,2.0,1.1,0.22,1.5,9.2460549659355
22.4,3.4,1.0,21.2,8.0,53.2,0.0,0.51,14.0,34.0,0.175,0.07,2.0,13.0,0.07,0.03,0.1,0.09,0.5,3.1,3.7,1.2,7.0,2.0,4.8,1.7,0.1,4.6,0.48,1.0,5.99608915530476
22.4,3.4,1.0,24.8,8.0,34.0,0.0,0.5,14.0,27.0,0.105,0.01,2.0,26.0,0.07,0.01,0.1,0.11,0.9,1.1,4.4,2.5,5.0,25.0,3.8,3.3,2.4,4.9,0.67,1.8,5.09996986307045
6.8,1.0,3.4,14.0,11.6,10.0,0.0,0.51,14.0,23.0,0.105,0.05,2.0,15.0,0.105,0.07,0.1,0.25,1.1,1.8,3.6,3.7,14.0,3.0,1.4,2.7,1.7,1.6,1.07,3.2,2.45874762640058
6.8,8.2,3.4,26.0,10.4,25.6,0.0,0.51,14.0,31.0,0.14,0.06,2.0,6.0,0.07,0.04,0.1,0.48,0.8,2.2,3.2,2.8,2.0,28.0,1.0,3.6,4.0,1.5,0.3,1.0,6.83976094976476
23.6,10.6,1.0,12.8,3.2,34.0,0.0,0.51,14.0,25.0,0.105,0.02,2.0,22.0,0.105,0.07,0.1,0.36,0.3,1.8,1.7,1.8,15.0,29.0,1.5,4.7,4.1,3.7,0.19,1.2,13.7771946196911
6.8,5.8,3.4,14.0,17.6,50.8,0.0,0.51,14.0,29.0,0.035,0.02,2.0,23.0,0.07,0.03,0.1,0.39,1.0,0.6,4.2,4.3,6.0,20.0,0.2,1.1,5.0,4.2,0.59,3.2,8.98580863813895
24.8,1.0,1.0,5.6,9.2,4.0,0.0,0.51,14.0,32.0,0.105,0.05,2.0,34.0,0.175,0.09,0.1,0.28,0.9,3.5,2.2,2.1,25.0,15.0,3.4,0.3,4.7,2.8,0.75,1.3,5.26523430291548
11.6,7.0,2.2,10.4,16.4,16.0,0.0,0.51,14.0,27.0,0.07,0.02,2.0,12.0,0.07,0.02,0.1,0.39,1.9,0.8,4.5,4.0,6.0,26.0,2.0,2.6,2.1,1.0,0.23,2.1,13.8009466093991
24.8,5.8,1.0,12.8,6.8,24.4,0.0,0.5,14.0,34.0,0.175,0.06,2.0,22.0,0.14,0.05,0.1,0.3,0.7,1.2,1.9,4.5,4.0,11.0,3.2,2.8,4.4,4.8,0.31,1.0,5.37880721146495
11.6,8.2,2.2,14.0,4.4,40.0,0.0,0.5,14.0,6.0,0.14,0.09,2.0,7.0,0.14,0.06,0.1,0.34,0.5,0.5,2.1,4.7,17.0,11.0,1.3,2.7,4.4,4.9,0.14,1.6,9.30396512870558
24.8,11.8,1.0,8.0,6.8,10.0,0.0,0.51,14.0,18.0,0.105,0.08,2.0,15.0,0.105,0.07,0.1,0.19,0.7,1.7,2.3,4.9,29.0,26.0,3.7,4.1,4.0,2.1,0.54,1.2,5.69537420629999
11.6,2.2,2.2,9.2,20.0,28.0,0.0,0.5,14.0,30.0,0.14,0.06,2.0,21.0,0.175,0.07,0.1,0.42,2.4,2.4,3.3,3.4,25.0,30.0,0.3,0.2,0.6,3.8,1.03,3.2,2.72478944264421
11.6,2.2,2.2,8.0,15.2,17.2,0.0,0.51,14.0,24.0,0.07,0.03,2.0,34.0,0.105,0.04,0.1,0.12,1.8,3.0,4.2,4.4,22.0,14.0,2.4,2.4,2.4,4.6,0.73,1.1,6.17258340543366
11.6,1.0,2.2,2.0,5.6,34.0,0.0,0.5,14.0,35.0,0.175,0.03,2.0,27.0,0.105,0.01,0.1,0.49,0.5,0.3,2.9,4.0,22.0,5.0,1.0,4.0,2.8,0.8,0.16,2.0,10.0845671958192
10.4,1.0,2.2,17.6,14.0,30.4,0.0,0.51,14.0,18.0,0.07,0.02,2.0,32.0,0.14,0.02,0.1,0.14,1.5,1.4,3.7,4.2,16.0,0.0,4.9,1.0,3.3,0.4,0.4,3.2,9.18569998756102
5.6,3.4,4.6,21.2,12.8,20.8,0.0,0.51,14.0,27.0,0.07,0.02,2.0,8.0,0.07,0.01,0.1,0.31,1.5,2.9,4.0,2.9,28.0,20.0,1.6,2.5,2.2,3.7,1.16,1.1,4.73546826980081
5.6,8.2,4.6,17.6,9.2,8.8,0.0,0.51,14.0,24.0,0.105,0.04,2.0,31.0,0.175,0.09,0.1,0.2,1.2,0.8,1.7,3.1,24.0,27.0,4.9,2.8,3.2,3.8,0.28,1.5,7.00986068051731
24.8,2.2,1.0,22.4,9.2,40.0,0.0,0.51,14.0,28.0,0.14,0.01,2.0,26.0,0.105,0.01,0.1,0.15,1.0,3.6,4.5,3.5,1.0,6.0,4.3,1.4,2.1,0.6,0.6,3.3,13.1210879120348
11.6,9.4,2.2,16.4,18.8,28.0,0.0,0.5,14.0,18.0,0.105,0.03,2.0,19.0,0.14,0.08,0.1,0.31,1.5,2.4,3.7,4.9,15.0,22.0,4.7,0.7,3.4,1.3,0.54,2.4,5.59092287167
27.2,4.6,1.0,12.8,3.2,24.4,0.0,0.51,14.0,3.0,0.14,0.02,2.0,5.0,0.07,0.04,0.1,0.26,0.4,0.3,1.4,2.8,27.0,30.0,2.4,3.4,3.8,4.2,0.28,1.1,10.0205764658843
8.0,10.6,3.4,11.6,15.2,10.0,0.0,0.5,14.0,31.0,0.14,0.01,2.0,18.0,0.175,0.04,0.1,0.32,1.8,1.2,4.6,3.0,9.0,18.0,0.1,1.3,3.0,3.2,0.88,1.1,3.58055103105504
11.6,3.4,2.2,17.6,18.8,24.4,0.0,0.51,14.0,18.0,0.07,0.05,2.0,35.0,0.175,0.01,0.1,0.46,0.9,1.1,4.9,4.7,11.0,7.0,0.9,2.2,2.1,2.9,0.72,3.9,4.88007183812571
8.0,10.6,3.4,21.2,12.8,18.4,0.0,0.51,14.0,21.0,0.175,0.01,2.0,6.0,0.14,0.06,0.1,0.34,1.0,2.7,3.6,2.5,4.0,14.0,1.7,3.5,4.0,2.2,0.87,1.7,3.22684247432422
27.2,1.0,1.0,12.8,5.6,47.2,0.0,0.5,14.0,33.0,0.175,0.09,2.0,28.0,0.105,0.09,0.1,0.13,0.5,1.5,3.5,2.1,10.0,20.0,5.0,1.7,3.5,2.0,0.28,1.0,5.31515039995157
8.0,3.4,3.4,8.0,9.2,11.2,0.0,0.51,14.0,25.0,0.07,0.06,2.0,33.0,0.14,0.01,0.1,0.37,0.6,1.5,4.2,3.5,5.0,3.0,5.0,1.3,2.2,4.4,0.2,3.1,12.5559238605745
28.4,11.8,1.0,14.0,4.4,44.8,0.0,0.51,14.0,33.0,0.14,0.07,2.0,12.0,0.07,0.02,0.1,0.21,0.5,3.4,2.3,2.2,2.0,16.0,3.2,2.0,1.3,0.8,0.11,1.6,23.3991227499442
12.8,2.2,2.2,3.2,5.6,6.4,0.0,0.51,14.0,28.0,0.07,0.06,2.0,11.0,0.175,0.1,0.1,0.43,0.4,3.3,2.3,3.1,27.0,14.0,2.9,1.8,4.6,2.9,0.14,1.8,23.6341692513637
12.8,2.2,2.2,20.0,8.0,10.0,0.0,0.5,14.0,15.0,0.105,0.07,2.0,14.0,0.105,0.1,0.1,0.3,0.7,0.3,5.0,4.8,23.0,27.0,3.6,3.2,2.1,2.2,0.19,2.1,10.7657403047745
27.2,9.4,1.0,9.2,6.8,42.4,0.0,0.51,14.0,32.0,0.07,0.02,2.0,15.0,0.035,0.03,0.1,0.15,0.5,2.0,3.6,2.6,14.0,2.0,3.8,1.1,0.7,3.6,0.43,1.4,10.4500541271592
12.8,11.8,2.2,17.6,5.6,38.8,0.0,0.51,14.0,26.0,0.175,0.06,2.0,23.0,0.105,0.01,0.1,0.18,0.6,1.2,2.7,3.5,24.0,12.0,1.1,1.1,3.6,0.3,0.49,2.2,3.39840485243754
8.0,8.2,3.4,5.6,14.0,49.6,0.0,0.51,14.0,14.0,0.105,0.03,2.0,30.0,0.175,0.03,0.1,0.28,0.8,1.0,3.0,3.8,15.0,30.0,3.9,3.2,2.2,2.8,0.44,2.0,3.68720511144521
12.8,3.4,2.2,17.6,20.0,12.4,0.0,0.5,14.0,34.0,0.105,0.09,2.0,15.0,0.14,0.09,0.1,0.22,1.7,1.6,4.5,5.0,23.0,17.0,4.0,4.1,1.0,3.9,0.77,2.9,3.84060808108936
12.8,13.0,2.2,18.8,17.6,43.6,0.0,0.51,14.0,28.0,0.14,0.04,2.0,13.0,0.07,0.05,0.1,0.17,1.7,2.2,4.1,2.9,16.0,10.0,4.5,2.8,0.1,4.8,1.33,1.5,4.01666317805281
8.0,13.0,3.4,23.6,10.4,43.6,0.0,0.51,14.0,26.0,0.14,0.08,2.0,13.0,0.14,0.03,0.1,0.24,1.0,2.9,3.5,4.1,29.0,2.0,1.8,3.4,3.7,2.3,0.88,2.1,3.64457049408887
12.8,4.6,2.2,23.6,20.0,16.0,0.0,0.51,14.0,11.0,0.07,0.01,2.0,27.0,0.14,0.09,0.1,0.26,2.1,0.3,4.3,3.8,7.0,18.0,4.9,1.5,4.3,3.5,0.21,2.2,18.7337784179071
12.8,4.6,2.2,8.0,6.8,53.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,31.0,0.14,0.08,0.1,0.32,0.3,0.3,3.2,3.5,19.0,7.0,1.1,1.1,4.9,5.0,0.25,1.9,5.86720595941921
12.8,13.0,2.2,12.8,23.6,29.2,0.0,0.51,14.0,21.0,0.105,0.09,2.0,13.0,0.14,0.09,0.1,0.33,1.5,1.9,4.5,4.5,6.0,20.0,4.1,3.9,4.4,1.0,1.04,3.3,3.42453934571811
12.8,3.4,2.2,23.6,23.6,24.4,0.0,0.51,14.0,18.0,0.07,0.05,2.0,14.0,0.14,0.06,0.1,0.45,2.5,1.8,4.8,3.8,26.0,10.0,0.1,2.7,0.4,3.9,0.86,3.1,6.10031928116856
4.4,1.0,5.8,9.2,9.2,41.2,0.0,0.5,14.0,35.0,0.105,0.09,2.0,17.0,0.14,0.01,0.1,0.44,0.4,4.8,2.8,3.0,27.0,29.0,2.1,4.0,0.9,3.4,0.1,1.5,25.6339240721743
9.2,7.0,3.4,2.0,4.4,31.6,0.0,0.51,14.0,9.0,0.07,0.04,2.0,7.0,0.105,0.1,0.1,0.19,0.4,1.1,2.8,4.6,16.0,29.0,1.0,1.5,3.0,1.2,0.28,1.1,7.1057493042908
6.8,8.2,4.6,2.0,3.2,34.0,0.0,0.51,14.0,21.0,0.14,0.04,2.0,18.0,0.14,0.05,0.1,0.13,0.4,2.2,1.1,3.1,2.0,12.0,3.1,1.4,4.4,3.6,0.29,1.0,3.13608907148372
12.8,5.8,2.2,15.2,21.2,43.6,0.0,0.5,14.0,14.0,0.105,0.02,2.0,27.0,0.14,0.05,0.1,0.32,2.4,1.3,3.8,3.0,26.0,12.0,1.9,0.4,4.8,1.1,1.28,2.9,3.43133576657605
12.8,7.0,2.2,17.6,17.6,52.0,0.0,0.51,14.0,28.0,0.07,0.07,2.0,17.0,0.105,0.03,0.1,0.21,0.8,1.7,4.3,3.1,2.0,20.0,1.9,4.2,1.2,0.9,0.74,2.4,5.50392359702252
32.0,4.6,2.2,12.8,22.4,7.6,0.0,0.5,14.0,29.0,0.105,0.04,2.0,31.0,0.07,0.04,0.1,0.43,2.7,2.3,5.0,4.7,5.0,21.0,4.8,3.9,3.9,1.9,0.48,4.4,4.04600306739851
32.0,4.6,2.2,12.8,22.4,7.6,0.0,0.5,14.0,29.0,0.105,0.04,2.0,31.0,0.07,0.04,0.1,0.43,2.7,2.3,5.0,4.7,5.0,21.0,4.8,3.9,3.9,1.9,0.48,4.4,4.04600306739851
32.0,4.6,2.2,12.8,22.4,7.6,0.0,0.5,14.0,29.0,0.105,0.04,2.0,31.0,0.07,0.04,0.1,0.43,2.7,2.3,5.0,4.7,5.0,21.0,4.8,3.9,3.9,1.9,0.48,4.4,4.04600306739851
29.6,8.2,1.0,14.0,6.8,52.0,0.0,0.5,14.0,22.0,0.105,0.08,2.0,14.0,0.105,0.1,0.1,0.33,0.7,0.9,2.8,3.3,13.0,29.0,1.7,2.5,3.2,4.3,0.55,1.7,5.54193825045619
29.6,8.2,1.0,14.0,6.8,52.0,0.0,0.5,14.0,22.0,0.105,0.08,2.0,14.0,0.105,0.1,0.1,0.33,0.7,0.9,2.8,3.3,13.0,29.0,1.7,2.5,3.2,4.3,0.55,1.7,5.54193825045619
29.6,8.2,1.0,14.0,6.8,52.0,0.0,0.5,14.0,22.0,0.105,0.08,2.0,14.0,0.105,0.1,0.1,0.33,0.7,0.9,2.8,3.3,13.0,29.0,1.7,2.5,3.2,4.3,0.55,1.7,5.54193825045619
8.0,3.4,3.4,22.4,14.0,43.6,0.0,0.51,14.0,22.0,0.175,0.1,2.0,35.0,0.07,0.06,0.1,0.5,1.7,1.2,4.5,4.8,9.0,8.0,0.4,4.2,1.7,3.3,0.89,2.3,2.34500971508359
4.4,7.0,7.0,22.4,3.2,53.2,0.0,0.51,14.0,24.0,0.105,0.02,2.0,16.0,0.035,0.01,0.1,0.02,0.2,2.0,1.5,4.7,20.0,11.0,0.7,0.7,2.6,0.9,0.1,1.0,21.5135170818355
6.8,11.8,4.6,24.8,6.8,42.4,0.0,0.51,14.0,4.0,0.105,0.03,2.0,27.0,0.105,0.01,0.1,0.24,0.9,0.5,2.6,4.9,11.0,9.0,2.5,4.4,2.2,3.1,0.21,1.3,10.0713658649513
9.2,7.0,3.4,10.4,20.0,43.6,0.0,0.51,14.0,29.0,0.07,0.03,2.0,17.0,0.14,0.04,0.1,0.29,2.7,1.9,5.0,2.1,12.0,16.0,2.6,0.6,2.7,2.5,0.15,1.9,18.0896503991433
14.0,3.4,2.2,26.0,20.0,20.8,0.0,0.5,14.0,24.0,0.175,0.04,2.0,28.0,0.175,0.1,0.1,0.47,2.5,0.4,4.3,5.0,30.0,26.0,3.1,1.7,4.6,5.0,0.12,2.1,14.6429875150683
32.0,7.0,1.0,5.6,5.6,28.0,0.0,0.51,14.0,34.0,0.105,0.05,2.0,20.0,0.14,0.06,0.1,0.23,0.3,0.9,3.5,2.2,4.0,10.0,0.9,1.3,1.3,0.6,0.24,1.9,10.2588319629214
12.8,5.8,2.2,22.4,18.8,42.4,0.0,0.51,14.0,15.0,0.14,0.09,2.0,18.0,0.14,0.08,0.1,0.37,1.2,1.3,4.0,4.9,5.0,1.0,3.3,4.3,2.2,4.5,0.75,2.9,3.06028139840281
14.0,3.4,2.2,20.0,14.0,41.2,0.0,0.51,14.0,34.0,0.14,0.1,2.0,14.0,0.07,0.07,0.1,0.2,1.3,4.1,3.1,3.2,8.0,5.0,4.8,0.5,0.1,0.9,0.12,2.2,21.8683624807194
14.0,9.4,2.2,23.6,17.6,11.2,0.0,0.51,14.0,19.0,0.14,0.02,2.0,25.0,0.105,0.03,0.1,0.31,1.6,2.5,3.5,3.5,5.0,15.0,1.5,2.8,2.5,3.4,0.18,1.9,13.5396182474328
30.8,2.2,1.0,5.6,6.8,49.6,0.0,0.5,14.0,19.0,0.175,0.09,2.0,24.0,0.175,0.05,0.1,0.19,0.4,0.8,2.8,4.2,10.0,1.0,0.8,0.1,2.2,0.7,0.38,2.3,4.55327785312289
3.2,8.2,13.0,2.0,4.4,29.2,0.0,0.51,14.0,12.0,0.175,0.05,2.0,12.0,0.14,0.03,0.1,0.44,0.2,0.5,2.7,3.3,15.0,27.0,0.8,0.9,0.2,0.6,0.18,1.3,2.66101157196723
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,16.669822277762
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,16.669822277762
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,16.669822277762
14.0,4.6,2.2,11.6,15.2,49.6,0.0,0.51,14.0,34.0,0.175,0.04,2.0,33.0,0.105,0.01,0.1,0.29,0.8,0.6,4.7,2.4,25.0,19.0,4.7,4.8,3.7,2.8,0.42,1.8,3.09677319437208
9.2,13.0,3.4,18.8,18.8,11.2,0.0,0.51,14.0,24.0,0.14,0.08,2.0,28.0,0.175,0.07,0.1,0.35,1.4,1.7,4.7,4.4,11.0,8.0,2.9,1.8,2.6,4.1,0.69,2.5,6.07654258512584
9.2,1.0,3.4,3.2,16.4,46.0,0.0,0.51,14.0,31.0,0.14,0.03,2.0,28.0,0.105,0.03,0.1,0.23,1.7,3.5,3.9,4.4,28.0,7.0,0.1,0.7,2.8,4.0,1.15,1.7,2.86966697568241
14.0,2.2,2.2,11.6,26.0,25.6,0.0,0.5,14.0,32.0,0.175,0.09,2.0,25.0,0.175,0.09,0.1,0.29,3.1,1.3,4.4,4.1,22.0,28.0,1.6,4.4,4.0,3.6,0.2,3.6,16.1115661273672
14.0,2.2,2.2,11.6,26.0,25.6,0.0,0.5,14.0,32.0,0.175,0.09,2.0,25.0,0.175,0.09,0.1,0.29,3.1,1.3,4.4,4.1,22.0,28.0,1.6,4.4,4.0,3.6,0.2,3.6,16.1115661273672
14.0,2.2,2.2,11.6,26.0,25.6,0.0,0.5,14.0,32.0,0.175,0.09,2.0,25.0,0.175,0.09,0.1,0.29,3.1,1.3,4.4,4.1,22.0,28.0,1.6,4.4,4.0,3.6,0.2,3.6,16.1115661273672
9.2,5.8,3.4,10.4,12.8,13.6,0.0,0.5,14.0,28.0,0.175,0.02,2.0,15.0,0.14,0.03,0.1,0.5,0.8,1.9,3.3,4.6,14.0,18.0,2.8,3.6,4.3,4.7,0.78,2.6,6.90729148409107
14.0,4.6,2.2,10.4,17.6,32.8,0.0,0.51,14.0,24.0,0.175,0.01,2.0,9.0,0.14,0.09,0.1,0.39,1.7,0.9,3.3,4.6,12.0,16.0,4.5,0.2,3.4,4.6,0.19,2.6,7.03126401983678
30.8,4.6,1.0,11.6,8.0,29.2,0.0,0.5,14.0,19.0,0.105,0.07,2.0,29.0,0.07,0.06,0.1,0.35,0.7,1.3,4.5,4.3,6.0,30.0,4.1,1.0,1.1,3.0,0.34,1.0,8.61375267980675
5.6,5.8,5.8,8.0,11.6,19.6,0.0,0.51,14.0,28.0,0.175,0.02,2.0,20.0,0.14,0.08,0.1,0.46,0.5,3.4,4.8,4.6,9.0,30.0,1.0,4.6,2.5,0.1,0.35,3.5,4.17644597127797
14.0,13.0,2.2,14.0,16.4,43.6,0.0,0.5,14.0,29.0,0.175,0.05,2.0,25.0,0.035,0.01,0.1,0.27,0.7,3.7,4.0,3.5,8.0,29.0,3.7,1.7,2.8,0.8,0.22,2.4,8.24582702636796
5.6,4.6,5.8,4.4,18.8,5.2,0.0,0.5,14.0,23.0,0.175,0.03,2.0,34.0,0.07,0.03,0.1,0.13,1.0,3.1,4.6,2.7,2.0,12.0,4.9,1.6,5.0,1.2,0.11,1.9,6.19754700172458
33.2,5.8,1.0,8.0,5.6,41.2,0.0,0.5,14.0,16.0,0.105,0.05,2.0,16.0,0.175,0.09,0.1,0.49,0.5,0.5,4.1,3.3,13.0,1.0,2.0,3.2,3.0,0.6,0.49,1.0,6.45277052797627
9.2,3.4,3.4,10.4,8.0,50.8,0.0,0.51,14.0,28.0,0.175,0.02,2.0,7.0,0.105,0.06,0.1,0.1,1.0,2.1,4.2,4.1,3.0,1.0,3.8,4.2,3.6,4.1,0.18,1.9,7.24469875948574
9.2,11.8,3.4,16.4,14.0,35.2,0.0,0.5,14.0,35.0,0.035,0.03,2.0,10.0,0.105,0.06,0.1,0.5,1.4,3.4,4.6,3.9,16.0,27.0,3.3,0.1,4.9,2.4,0.54,3.4,16.5852896566712
6.8,9.4,4.6,24.8,11.6,38.8,0.0,0.51,14.0,29.0,0.07,0.04,2.0,21.0,0.105,0.06,0.1,0.19,1.4,3.6,3.9,3.6,21.0,12.0,3.8,2.0,2.8,4.3,0.62,3.1,8.33901005457861
9.2,5.8,3.4,21.2,10.4,32.8,0.0,0.51,14.0,24.0,0.105,0.06,2.0,8.0,0.14,0.02,0.1,0.27,0.9,2.8,4.8,4.7,30.0,2.0,0.6,2.9,4.3,2.3,0.22,1.1,12.7647328971611
14.0,7.0,2.2,9.2,9.2,43.6,0.0,0.5,14.0,8.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.37,1.1,0.7,2.8,1.2,15.0,0.0,2.4,4.6,2.0,1.9,0.67,1.1,3.83287319680352
34.4,5.8,1.0,2.0,3.2,19.6,0.0,0.5,14.0,26.0,0.14,0.05,2.0,29.0,0.14,0.01,0.1,0.41,0.2,3.1,1.4,4.9,30.0,9.0,0.1,2.1,4.6,4.1,0.16,1.0,14.6158517235709
5.6,9.4,5.8,15.2,5.6,42.4,0.0,0.5,14.0,31.0,0.105,0.05,2.0,17.0,0.14,0.05,0.1,0.21,0.7,3.8,3.0,2.7,11.0,22.0,4.3,4.6,3.3,0.4,0.17,2.0,15.5796323271076
9.2,3.4,3.4,16.4,8.0,37.6,0.0,0.51,14.0,31.0,0.175,0.02,2.0,10.0,0.14,0.01,0.1,0.46,0.9,2.2,4.6,5.0,25.0,15.0,4.3,0.9,2.9,3.6,0.15,2.2,9.64863761372496
10.4,3.4,3.4,8.0,26.0,4.0,0.0,0.5,14.0,34.0,0.07,0.02,2.0,14.0,0.07,0.05,0.1,0.33,3.3,4.1,4.6,4.0,6.0,12.0,0.6,3.2,0.8,4.1,0.64,3.8,8.57744054212063
5.6,4.6,5.8,24.8,8.0,31.6,0.0,0.5,14.0,35.0,0.175,0.05,2.0,25.0,0.105,0.06,0.1,0.19,0.7,3.0,4.5,3.4,6.0,23.0,1.0,2.2,1.3,3.8,0.61,2.7,3.70607435997422
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,4.30400650484803
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,4.30400650484803
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,4.30400650484803
5.6,3.4,5.8,16.4,9.2,26.8,0.0,0.5,14.0,30.0,0.07,0.01,2.0,5.0,0.105,0.09,0.1,0.35,1.1,1.6,4.5,2.5,26.0,13.0,1.7,5.0,0.5,3.5,0.57,2.1,5.83242424870714
15.2,9.4,2.2,11.6,9.2,32.8,0.0,0.51,14.0,28.0,0.175,0.04,2.0,23.0,0.035,0.02,0.1,0.47,1.2,1.1,3.6,2.9,11.0,21.0,4.8,1.7,2.6,3.3,0.49,2.7,3.41386999193983
33.2,8.2,1.0,6.8,11.6,26.8,0.0,0.5,14.0,21.0,0.035,0.02,2.0,33.0,0.14,0.08,0.1,0.23,1.4,2.0,5.0,2.2,2.0,4.0,3.6,3.7,3.6,4.4,0.38,1.0,25.1964758668602
15.2,11.8,2.2,11.6,15.2,16.0,0.0,0.51,14.0,24.0,0.14,0.06,2.0,34.0,0.105,0.1,0.1,0.15,1.6,2.8,4.8,4.9,23.0,21.0,4.0,3.2,0.1,2.5,0.15,4.1,14.4204683137187
15.2,4.6,2.2,9.2,3.2,50.8,0.0,0.51,14.0,30.0,0.175,0.05,2.0,5.0,0.14,0.07,0.1,0.34,0.3,3.2,2.1,2.0,29.0,2.0,1.3,1.8,1.9,1.7,0.16,1.0,9.64748975247674
8.0,7.0,4.6,5.6,3.2,30.4,0.0,0.51,14.0,32.0,0.175,0.08,2.0,27.0,0.175,0.04,0.1,0.22,0.3,0.9,1.4,4.8,24.0,27.0,4.3,1.3,0.7,3.9,0.14,1.2,5.61162549213845
10.4,9.4,3.4,15.2,15.2,50.8,0.0,0.51,14.0,13.0,0.105,0.03,2.0,13.0,0.175,0.06,0.1,0.4,0.6,1.3,2.8,3.6,5.0,29.0,3.8,3.2,0.7,3.0,0.47,1.8,4.65537876605367
15.2,11.8,2.2,12.8,17.6,31.6,0.0,0.5,14.0,25.0,0.105,0.1,2.0,14.0,0.14,0.09,0.1,0.46,1.7,1.4,4.5,3.9,22.0,7.0,4.8,4.0,0.2,3.7,1.35,3.7,3.01761585662493
4.4,2.2,8.2,5.6,5.6,13.6,0.0,0.51,14.0,35.0,0.14,0.07,2.0,22.0,0.07,0.04,0.1,0.24,0.6,4.3,3.8,4.4,9.0,13.0,2.4,0.8,4.3,0.6,0.13,1.1,13.3851291922113
22.4,5.8,3.4,16.4,5.6,7.6,0.0,0.5,14.0,19.0,0.105,0.01,2.0,25.0,0.105,0.06,0.1,0.27,0.4,1.3,1.4,3.1,18.0,26.0,0.3,3.9,0.4,3.4,0.18,1.0,7.31520925062948
15.2,4.6,2.2,22.4,23.6,19.6,0.0,0.51,14.0,33.0,0.175,0.1,2.0,25.0,0.105,0.07,0.1,0.16,2.5,1.2,5.0,4.0,25.0,26.0,4.6,2.2,2.2,4.2,0.99,3.4,2.57807854082526
34.4,5.8,1.0,4.4,14.0,24.4,0.0,0.51,14.0,27.0,0.105,0.09,2.0,13.0,0.175,0.01,0.1,0.43,1.7,2.5,4.7,4.5,4.0,10.0,0.4,3.1,0.5,2.6,0.61,4.4,6.34521553537719
36.8,8.2,1.0,3.2,8.0,30.4,0.0,0.51,14.0,21.0,0.175,0.05,2.0,7.0,0.07,0.06,0.1,0.43,0.4,0.5,4.6,3.3,25.0,0.0,4.5,4.0,3.2,0.2,0.26,1.2,6.49573507962565
10.4,3.4,3.4,2.0,4.4,35.2,0.0,0.51,14.0,28.0,0.07,0.02,2.0,8.0,0.175,0.04,0.1,0.45,0.5,2.3,2.7,1.9,16.0,20.0,0.7,0.6,1.8,2.6,0.13,1.2,20.2280419402965
10.4,3.4,3.4,2.0,4.4,35.2,0.0,0.51,14.0,28.0,0.07,0.02,2.0,8.0,0.175,0.04,0.1,0.45,0.5,2.3,2.7,1.9,16.0,20.0,0.7,0.6,1.8,2.6,0.13,1.2,20.2280419402965
