w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_left
9.2,7.0,3.4,10.4,20.0,43.6,0.0,0.51,14.0,29.0,0.07,0.03,2.0,17.0,0.14,0.04,0.1,0.29,2.7,1.9,5.0,2.1,12.0,16.0,2.6,0.6,2.7,2.5,0.15,1.9,0.116863155384038
14.0,3.4,2.2,26.0,20.0,20.8,0.0,0.5,14.0,24.0,0.175,0.04,2.0,28.0,0.175,0.1,0.1,0.47,2.5,0.4,4.3,5.0,30.0,26.0,3.1,1.7,4.6,5.0,0.12,2.1,0.147864127559444
32.0,7.0,1.0,5.6,5.6,28.0,0.0,0.51,14.0,34.0,0.105,0.05,2.0,20.0,0.14,0.06,0.1,0.23,0.3,0.9,3.5,2.2,4.0,10.0,0.9,1.3,1.3,0.6,0.24,1.9,0.0378623589492055
12.8,5.8,2.2,22.4,18.8,42.4,0.0,0.51,14.0,15.0,0.14,0.09,2.0,18.0,0.14,0.08,0.1,0.37,1.2,1.3,4.0,4.9,5.0,1.0,3.3,4.3,2.2,4.5,0.75,2.9,0.0928551980011437
14.0,3.4,2.2,20.0,14.0,41.2,0.0,0.51,14.0,34.0,0.14,0.1,2.0,14.0,0.07,0.07,0.1,0.2,1.3,4.1,3.1,3.2,8.0,5.0,4.8,0.5,0.1,0.9,0.12,2.2,0.151966096971755
14.0,9.4,2.2,23.6,17.6,11.2,0.0,0.51,14.0,19.0,0.14,0.02,2.0,25.0,0.105,0.03,0.1,0.31,1.6,2.5,3.5,3.5,5.0,15.0,1.5,2.8,2.5,3.4,0.18,1.9,0.0584416101628619
30.8,2.2,1.0,5.6,6.8,49.6,0.0,0.5,14.0,19.0,0.175,0.09,2.0,24.0,0.175,0.05,0.1,0.19,0.4,0.8,2.8,4.2,10.0,1.0,0.8,0.1,2.2,0.7,0.38,2.3,0.104272022443662
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,0.159165129562039
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,0.159165129562039
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,0.159165129562039
14.0,4.6,2.2,11.6,15.2,49.6,0.0,0.51,14.0,34.0,0.175,0.04,2.0,33.0,0.105,0.01,0.1,0.29,0.8,0.6,4.7,2.4,25.0,19.0,4.7,4.8,3.7,2.8,0.42,1.8,0.100284979171759
9.2,13.0,3.4,18.8,18.8,11.2,0.0,0.51,14.0,24.0,0.14,0.08,2.0,28.0,0.175,0.07,0.1,0.35,1.4,1.7,4.7,4.4,11.0,8.0,2.9,1.8,2.6,4.1,0.69,2.5,0.0600887195696744
9.2,5.8,3.4,10.4,12.8,13.6,0.0,0.5,14.0,28.0,0.175,0.02,2.0,15.0,0.14,0.03,0.1,0.5,0.8,1.9,3.3,4.6,14.0,18.0,2.8,3.6,4.3,4.7,0.78,2.6,0.127789105704707
14.0,4.6,2.2,10.4,17.6,32.8,0.0,0.51,14.0,24.0,0.175,0.01,2.0,9.0,0.14,0.09,0.1,0.39,1.7,0.9,3.3,4.6,12.0,16.0,4.5,0.2,3.4,4.6,0.19,2.6,0.112487557255782
30.8,4.6,1.0,11.6,8.0,29.2,0.0,0.5,14.0,19.0,0.105,0.07,2.0,29.0,0.07,0.06,0.1,0.35,0.7,1.3,4.5,4.3,6.0,30.0,4.1,1.0,1.1,3.0,0.34,1.0,0.0567135414822424
14.0,13.0,2.2,14.0,16.4,43.6,0.0,0.5,14.0,29.0,0.175,0.05,2.0,25.0,0.035,0.01,0.1,0.27,0.7,3.7,4.0,3.5,8.0,29.0,3.7,1.7,2.8,0.8,0.22,2.4,0.040852738195548
33.2,5.8,1.0,8.0,5.6,41.2,0.0,0.5,14.0,16.0,0.105,0.05,2.0,16.0,0.175,0.09,0.1,0.49,0.5,0.5,4.1,3.3,13.0,1.0,2.0,3.2,3.0,0.6,0.49,1.0,0.0446492309857155
9.2,11.8,3.4,16.4,14.0,35.2,0.0,0.5,14.0,35.0,0.035,0.03,2.0,10.0,0.105,0.06,0.1,0.5,1.4,3.4,4.6,3.9,16.0,27.0,3.3,0.1,4.9,2.4,0.54,3.4,0.0706184126254195
6.8,9.4,4.6,24.8,11.6,38.8,0.0,0.51,14.0,29.0,0.07,0.04,2.0,21.0,0.105,0.06,0.1,0.19,1.4,3.6,3.9,3.6,21.0,12.0,3.8,2.0,2.8,4.3,0.62,3.1,0.12824731262087
9.2,5.8,3.4,21.2,10.4,32.8,0.0,0.51,14.0,24.0,0.105,0.06,2.0,8.0,0.14,0.02,0.1,0.27,0.9,2.8,4.8,4.7,30.0,2.0,0.6,2.9,4.3,2.3,0.22,1.1,0.146895636107978
14.0,7.0,2.2,9.2,9.2,43.6,0.0,0.5,14.0,8.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.37,1.1,0.7,2.8,1.2,15.0,0.0,2.4,4.6,2.0,1.9,0.67,1.1,0.0807377958081945
34.4,5.8,1.0,2.0,3.2,19.6,0.0,0.5,14.0,26.0,0.14,0.05,2.0,29.0,0.14,0.01,0.1,0.41,0.2,3.1,1.4,4.9,30.0,9.0,0.1,2.1,4.6,4.1,0.16,1.0,0.0413176385363271
5.6,9.4,5.8,15.2,5.6,42.4,0.0,0.5,14.0,31.0,0.105,0.05,2.0,17.0,0.14,0.05,0.1,0.21,0.7,3.8,3.0,2.7,11.0,22.0,4.3,4.6,3.3,0.4,0.17,2.0,0.139941715356042
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,0.0569318456172483
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,0.0569318456172483
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,0.0569318456172483
15.2,9.4,2.2,11.6,9.2,32.8,0.0,0.51,14.0,28.0,0.175,0.04,2.0,23.0,0.035,0.02,0.1,0.47,1.2,1.1,3.6,2.9,11.0,21.0,4.8,1.7,2.6,3.3,0.49,2.7,0.0548931205400322
33.2,8.2,1.0,6.8,11.6,26.8,0.0,0.5,14.0,21.0,0.035,0.02,2.0,33.0,0.14,0.08,0.1,0.23,1.4,2.0,5.0,2.2,2.0,4.0,3.6,3.7,3.6,4.4,0.38,1.0,0.0326951097367828
15.2,11.8,2.2,11.6,15.2,16.0,0.0,0.51,14.0,24.0,0.14,0.06,2.0,34.0,0.105,0.1,0.1,0.15,1.6,2.8,4.8,4.9,23.0,21.0,4.0,3.2,0.1,2.5,0.15,4.1,0.0454409142195863
15.2,4.6,2.2,9.2,3.2,50.8,0.0,0.51,14.0,30.0,0.175,0.05,2.0,5.0,0.14,0.07,0.1,0.34,0.3,3.2,2.1,2.0,29.0,2.0,1.3,1.8,1.9,1.7,0.16,1.0,0.116635069417575
8.0,7.0,4.6,5.6,3.2,30.4,0.0,0.51,14.0,32.0,0.175,0.08,2.0,27.0,0.175,0.04,0.1,0.22,0.3,0.9,1.4,4.8,24.0,27.0,4.3,1.3,0.7,3.9,0.14,1.2,0.138643195376402
10.4,9.4,3.4,15.2,15.2,50.8,0.0,0.51,14.0,13.0,0.105,0.03,2.0,13.0,0.175,0.06,0.1,0.4,0.6,1.3,2.8,3.6,5.0,29.0,3.8,3.2,0.7,3.0,0.47,1.8,0.0648914421446003
15.2,11.8,2.2,12.8,17.6,31.6,0.0,0.5,14.0,25.0,0.105,0.1,2.0,14.0,0.14,0.09,0.1,0.46,1.7,1.4,4.5,3.9,22.0,7.0,4.8,4.0,0.2,3.7,1.35,3.7,0.0385324959844223
22.4,5.8,3.4,16.4,5.6,7.6,0.0,0.5,14.0,19.0,0.105,0.01,2.0,25.0,0.105,0.06,0.1,0.27,0.4,1.3,1.4,3.1,18.0,26.0,0.3,3.9,0.4,3.4,0.18,1.0,0.0368307536197164
15.2,4.6,2.2,22.4,23.6,19.6,0.0,0.51,14.0,33.0,0.175,0.1,2.0,25.0,0.105,0.07,0.1,0.16,2.5,1.2,5.0,4.0,25.0,26.0,4.6,2.2,2.2,4.2,0.99,3.4,0.102557005899623
34.4,5.8,1.0,4.4,14.0,24.4,0.0,0.51,14.0,27.0,0.105,0.09,2.0,13.0,0.175,0.01,0.1,0.43,1.7,2.5,4.7,4.5,4.0,10.0,0.4,3.1,0.5,2.6,0.61,4.4,0.0418057913575521
36.8,8.2,1.0,3.2,8.0,30.4,0.0,0.51,14.0,21.0,0.175,0.05,2.0,7.0,0.07,0.06,0.1,0.43,0.4,0.5,4.6,3.3,25.0,0.0,4.5,4.0,3.2,0.2,0.26,1.2,0.0269650013497854
16.4,9.4,2.2,14.0,10.4,42.4,0.0,0.5,14.0,25.0,0.175,0.09,2.0,18.0,0.175,0.05,0.1,0.36,0.9,2.0,2.5,3.0,15.0,29.0,0.9,0.5,2.2,0.2,0.84,1.7,0.0527625560626041
35.6,4.6,1.0,15.2,6.8,26.8,0.0,0.51,14.0,20.0,0.07,0.03,2.0,21.0,0.105,0.08,0.1,0.23,0.3,1.7,3.3,4.0,24.0,27.0,0.7,1.6,1.4,2.1,0.14,2.4,0.0513731104406133
34.4,3.4,1.0,9.2,6.8,23.2,0.0,0.51,14.0,30.0,0.105,0.06,2.0,31.0,0.14,0.06,0.1,0.18,0.8,2.3,3.0,4.3,20.0,16.0,1.3,3.6,2.4,2.6,0.21,1.5,0.0682524548920392
10.4,7.0,3.4,15.2,17.6,5.2,0.0,0.51,14.0,13.0,0.07,0.07,2.0,32.0,0.035,0.03,0.1,0.26,1.0,1.3,4.2,3.5,10.0,9.0,4.1,3.9,0.3,3.2,0.19,2.5,0.0986398719471015
34.4,3.4,1.0,16.4,6.8,53.2,0.0,0.51,14.0,21.0,0.175,0.02,2.0,8.0,0.14,0.09,0.1,0.36,0.4,1.0,4.3,2.3,20.0,20.0,3.5,4.8,4.4,0.5,0.32,1.0,0.0671802053956452
17.6,2.2,2.2,14.0,17.6,19.6,0.0,0.51,14.0,28.0,0.14,0.04,2.0,35.0,0.175,0.09,0.1,0.22,1.7,2.9,3.5,3.9,27.0,10.0,1.4,0.8,3.7,4.6,1.44,3.2,0.168960387332084
17.6,7.0,2.2,16.4,3.2,29.2,0.0,0.5,14.0,27.0,0.175,0.08,2.0,29.0,0.105,0.08,0.1,0.36,0.4,0.6,1.5,4.2,12.0,15.0,1.0,2.1,2.1,0.6,0.29,1.2,0.0679983949630378
16.4,13.0,2.2,11.6,10.4,37.6,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.105,0.06,0.1,0.17,0.5,2.6,4.8,4.5,6.0,20.0,0.8,4.7,3.1,0.6,0.28,3.9,0.0383803114574274
16.4,13.0,2.2,11.6,10.4,37.6,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.105,0.06,0.1,0.17,0.5,2.6,4.8,4.5,6.0,20.0,0.8,4.7,3.1,0.6,0.28,3.9,0.0383803114574274
16.4,13.0,2.2,11.6,10.4,37.6,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.105,0.06,0.1,0.17,0.5,2.6,4.8,4.5,6.0,20.0,0.8,4.7,3.1,0.6,0.28,3.9,0.0383803114574274
8.0,11.8,4.6,6.8,16.4,26.8,0.0,0.51,14.0,19.0,0.105,0.02,2.0,13.0,0.105,0.05,0.1,0.25,1.6,1.9,4.3,4.6,20.0,13.0,3.3,1.9,4.0,3.7,0.31,2.1,0.0795498815274957
17.6,2.2,2.2,5.6,22.4,48.4,0.0,0.51,14.0,29.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.19,2.2,2.0,4.7,2.6,12.0,26.0,4.9,3.4,0.2,1.6,0.26,2.1,0.152395196396787
17.6,2.2,2.2,5.6,22.4,48.4,0.0,0.51,14.0,29.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.19,2.2,2.0,4.7,2.6,12.0,26.0,4.9,3.4,0.2,1.6,0.26,2.1,0.152395196396787
17.6,2.2,2.2,5.6,22.4,48.4,0.0,0.51,14.0,29.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.19,2.2,2.0,4.7,2.6,12.0,26.0,4.9,3.4,0.2,1.6,0.26,2.1,0.152395196396787
17.6,3.4,2.2,11.6,18.8,28.0,0.0,0.51,14.0,27.0,0.07,0.03,2.0,9.0,0.175,0.02,0.1,0.35,1.6,3.5,4.6,4.5,12.0,8.0,4.1,3.3,2.4,2.5,0.48,1.1,0.112183561976186
6.8,9.4,5.8,21.2,4.4,31.6,0.0,0.5,14.0,35.0,0.14,0.08,2.0,35.0,0.175,0.09,0.1,0.27,0.3,2.1,1.2,3.2,16.0,28.0,2.1,1.2,1.4,0.9,0.18,1.0,0.128433665567411
11.6,9.4,3.4,17.6,24.8,14.8,0.0,0.51,14.0,17.0,0.14,0.04,2.0,20.0,0.105,0.07,0.1,0.27,3.3,1.6,4.1,4.7,9.0,13.0,3.1,4.3,2.6,3.8,0.51,3.4,0.065713663581469
11.6,9.4,3.4,17.6,24.8,14.8,0.0,0.51,14.0,17.0,0.14,0.04,2.0,20.0,0.105,0.07,0.1,0.27,3.3,1.6,4.1,4.7,9.0,13.0,3.1,4.3,2.6,3.8,0.51,3.4,0.065713663581469
11.6,9.4,3.4,17.6,24.8,14.8,0.0,0.51,14.0,17.0,0.14,0.04,2.0,20.0,0.105,0.07,0.1,0.27,3.3,1.6,4.1,4.7,9.0,13.0,3.1,4.3,2.6,3.8,0.51,3.4,0.065713663581469
36.8,2.2,1.0,14.0,14.0,28.0,0.0,0.5,14.0,19.0,0.175,0.09,2.0,6.0,0.105,0.05,0.1,0.42,1.7,0.6,3.7,2.4,0.0,26.0,3.2,3.6,4.1,0.4,0.26,2.1,0.0860203889631016
11.6,8.2,3.4,15.2,18.8,16.0,0.0,0.51,14.0,23.0,0.175,0.05,2.0,12.0,0.105,0.05,0.1,0.42,1.9,1.5,3.5,4.8,12.0,20.0,0.6,3.9,3.3,0.1,0.43,2.3,0.0727257125759204
6.8,9.4,5.8,9.2,17.6,43.6,0.0,0.5,14.0,28.0,0.175,0.1,2.0,28.0,0.105,0.03,0.1,0.14,1.4,2.6,4.1,3.5,20.0,26.0,0.8,2.9,2.5,4.6,0.33,1.7,0.103865487844351
6.8,9.4,5.8,9.2,17.6,43.6,0.0,0.5,14.0,28.0,0.175,0.1,2.0,28.0,0.105,0.03,0.1,0.14,1.4,2.6,4.1,3.5,20.0,26.0,0.8,2.9,2.5,4.6,0.33,1.7,0.103865487844351
6.8,9.4,5.8,9.2,17.6,43.6,0.0,0.5,14.0,28.0,0.175,0.1,2.0,28.0,0.105,0.03,0.1,0.14,1.4,2.6,4.1,3.5,20.0,26.0,0.8,2.9,2.5,4.6,0.33,1.7,0.103865487844351
16.4,5.8,2.2,20.0,26.0,53.2,0.0,0.5,14.0,30.0,0.105,0.01,2.0,22.0,0.035,0.01,0.1,0.44,1.2,2.1,4.1,4.6,15.0,25.0,1.6,4.1,4.7,2.3,1.04,3.9,0.0651463382794763
38.0,2.2,1.0,15.2,11.6,34.0,0.0,0.5,14.0,35.0,0.14,0.02,2.0,17.0,0.14,0.03,0.1,0.19,1.3,4.2,4.2,2.8,11.0,24.0,4.4,1.6,1.5,0.1,0.92,2.0,0.0891950214685019
6.8,8.2,5.8,26.0,3.2,6.4,0.0,0.5,14.0,18.0,0.175,0.03,2.0,5.0,0.14,0.09,0.1,0.17,0.4,1.5,2.0,2.2,14.0,23.0,4.9,1.7,2.6,2.2,0.15,1.1,0.142610897933959
17.6,4.6,2.2,14.0,20.0,48.4,0.0,0.51,14.0,29.0,0.175,0.09,2.0,16.0,0.105,0.1,0.1,0.4,2.4,3.2,4.7,4.0,13.0,18.0,4.1,1.1,2.0,3.1,1.41,1.5,0.0933201333674993
18.8,9.4,2.2,23.6,9.2,34.0,0.0,0.51,14.0,21.0,0.175,0.1,2.0,11.0,0.105,0.01,0.1,0.35,1.1,1.8,3.7,4.0,14.0,3.0,0.2,1.4,0.3,4.2,0.35,3.1,0.0422483564146255
39.2,5.8,1.0,23.6,3.2,16.0,0.0,0.5,14.0,6.0,0.175,0.05,2.0,32.0,0.14,0.1,0.1,0.2,0.3,0.5,1.5,4.7,18.0,2.0,0.1,2.3,4.0,0.6,0.2,1.3,0.038549814904102
39.2,7.0,1.0,9.2,11.6,16.0,0.0,0.5,14.0,21.0,0.14,0.06,2.0,12.0,0.105,0.07,0.1,0.19,1.1,0.7,2.9,3.0,26.0,23.0,1.7,4.7,2.8,0.3,0.22,2.1,0.0308731740745478
18.8,4.6,2.2,16.4,16.4,35.2,0.0,0.51,14.0,34.0,0.105,0.08,2.0,28.0,0.175,0.1,0.1,0.39,1.5,1.9,4.0,3.9,5.0,22.0,1.0,0.7,0.7,1.7,0.42,2.4,0.0809161393200999
17.6,11.8,2.2,21.2,15.2,47.2,0.0,0.51,14.0,35.0,0.07,0.01,2.0,28.0,0.14,0.02,0.1,0.2,1.5,4.7,3.9,5.0,6.0,30.0,1.0,3.0,1.5,4.1,0.64,3.2,0.0375188837919566
11.6,8.2,3.4,12.8,6.8,30.4,0.0,0.5,14.0,32.0,0.105,0.01,2.0,23.0,0.105,0.08,0.1,0.34,0.9,0.4,5.0,4.9,21.0,4.0,4.2,2.1,3.5,4.6,0.26,1.1,0.0949662261831818
17.6,4.6,2.2,4.4,11.6,48.4,0.0,0.5,14.0,26.0,0.07,0.03,2.0,14.0,0.175,0.03,0.1,0.34,1.1,3.2,2.3,4.3,19.0,24.0,2.0,0.2,3.7,2.5,1.07,2.2,0.0988425534835031
38.0,1.0,1.0,26.0,8.0,43.6,0.0,0.51,14.0,32.0,0.14,0.04,2.0,9.0,0.14,0.06,0.1,0.49,0.7,2.5,1.7,4.7,26.0,24.0,2.3,4.6,3.4,3.9,0.26,1.2,0.145512985680091
6.8,11.8,5.8,8.0,10.4,40.0,0.0,0.5,14.0,21.0,0.035,0.01,2.0,7.0,0.175,0.02,0.1,0.27,1.1,2.0,2.0,3.5,29.0,17.0,1.4,4.9,3.4,3.9,0.1,1.8,0.105461191884848
9.2,10.6,4.6,6.8,3.2,22.0,0.0,0.5,14.0,15.0,0.105,0.04,2.0,20.0,0.105,0.02,0.1,0.48,0.2,0.6,2.1,3.0,24.0,8.0,0.8,5.0,2.3,3.6,0.12,1.0,0.0840041042969764
9.2,11.8,4.6,16.4,6.8,49.6,0.0,0.5,14.0,17.0,0.14,0.1,2.0,33.0,0.14,0.02,0.1,0.5,0.4,0.6,3.2,2.3,11.0,26.0,3.9,2.8,4.3,4.0,0.17,1.7,0.0608891014405892
39.2,7.0,1.0,20.0,5.6,20.8,0.0,0.51,14.0,27.0,0.14,0.07,2.0,9.0,0.175,0.09,0.1,0.41,0.4,1.3,2.0,4.3,28.0,0.0,4.6,3.1,3.2,3.8,0.24,1.5,0.0296325846453001
6.8,8.2,5.8,10.4,9.2,12.4,0.0,0.5,14.0,10.0,0.14,0.06,2.0,21.0,0.035,0.03,0.1,0.11,0.9,1.1,3.0,1.8,21.0,20.0,0.2,2.8,0.3,4.0,0.42,1.5,0.139677929972786
11.6,10.6,3.4,5.6,16.4,36.4,0.0,0.5,14.0,17.0,0.105,0.08,2.0,20.0,0.035,0.02,0.1,0.39,0.8,1.3,3.2,4.8,8.0,28.0,4.6,1.6,1.5,2.5,0.1,2.4,0.0643579042832915
11.6,4.6,3.4,22.4,4.4,22.0,0.0,0.51,14.0,33.0,0.175,0.07,2.0,20.0,0.105,0.07,0.1,0.17,0.3,3.0,2.2,4.9,25.0,17.0,5.0,0.2,2.0,5.0,0.14,1.5,0.147425890447124
11.6,5.8,3.4,12.8,23.6,25.6,0.0,0.5,14.0,13.0,0.175,0.07,2.0,19.0,0.175,0.09,0.1,0.39,2.2,0.9,4.7,4.8,1.0,25.0,4.4,2.4,1.9,3.8,0.42,2.7,0.0980283444458976
6.8,8.2,5.8,12.8,14.0,53.2,0.0,0.51,14.0,28.0,0.175,0.06,2.0,33.0,0.105,0.07,0.1,0.28,1.4,1.5,5.0,4.6,16.0,27.0,3.8,1.2,0.4,4.3,1.13,3.1,0.117555602939842
11.6,10.6,3.4,17.6,16.4,40.0,0.0,0.5,14.0,23.0,0.14,0.03,2.0,34.0,0.035,0.01,0.1,0.04,1.4,0.9,3.8,4.8,13.0,9.0,0.3,4.9,1.8,4.1,0.28,1.6,0.0621469650921714
11.6,4.6,3.4,5.6,26.0,38.8,0.0,0.51,14.0,23.0,0.14,0.04,2.0,35.0,0.105,0.03,0.1,0.5,2.0,0.7,4.9,3.1,26.0,18.0,0.7,2.3,0.1,1.5,0.38,3.0,0.116853881993809
12.8,7.0,3.4,3.2,3.2,40.0,0.0,0.51,14.0,25.0,0.035,0.03,2.0,6.0,0.07,0.07,0.1,0.43,0.3,3.2,1.5,2.4,25.0,14.0,2.9,1.6,3.2,2.0,0.27,1.0,0.082393950660572
18.8,10.6,2.2,17.6,16.4,32.8,0.0,0.5,14.0,24.0,0.105,0.09,2.0,12.0,0.07,0.05,0.1,0.29,2.1,2.1,4.9,2.1,19.0,17.0,0.1,0.8,1.7,2.3,0.92,1.4,0.0430993567051178
42.8,10.6,1.0,9.2,3.2,14.8,0.0,0.5,14.0,22.0,0.14,0.08,2.0,8.0,0.105,0.01,0.1,0.4,0.4,2.4,1.4,1.8,10.0,13.0,0.2,2.6,1.5,1.9,0.28,1.3,0.0203288428619445
18.8,7.0,2.2,22.4,20.0,20.8,0.0,0.51,14.0,34.0,0.105,0.05,2.0,11.0,0.07,0.06,0.1,0.5,1.4,4.4,4.3,4.5,22.0,14.0,0.9,1.0,2.8,2.7,0.96,2.8,0.0545231898553318
40.4,3.4,1.0,10.4,5.6,29.2,0.0,0.51,14.0,30.0,0.035,0.01,2.0,8.0,0.14,0.09,0.1,0.45,0.6,2.4,1.6,4.6,17.0,2.0,3.4,3.4,2.6,4.7,0.32,1.5,0.0622279561097934
11.6,3.4,3.4,22.4,11.6,23.2,0.0,0.5,14.0,31.0,0.105,0.08,2.0,25.0,0.07,0.05,0.1,0.49,1.2,1.4,3.7,3.8,18.0,26.0,0.2,2.8,4.8,5.0,1.05,3.1,0.183148855143734
41.6,3.4,1.0,14.0,8.0,18.4,0.0,0.5,14.0,33.0,0.14,0.07,2.0,18.0,0.07,0.01,0.1,0.48,0.6,2.3,3.9,2.1,27.0,10.0,4.5,0.6,3.7,1.6,0.57,1.4,0.0515762919950948
18.8,4.6,2.2,24.8,23.6,23.2,0.0,0.5,14.0,34.0,0.105,0.02,2.0,20.0,0.175,0.07,0.1,0.47,2.8,3.2,4.9,3.9,20.0,23.0,0.7,2.7,0.8,3.9,1.38,3.5,0.087080017864911
12.8,10.6,3.4,10.4,21.2,24.4,0.0,0.5,14.0,24.0,0.105,0.05,2.0,24.0,0.175,0.03,0.1,0.19,2.3,3.1,5.0,3.9,10.0,5.0,3.0,1.0,2.4,2.0,1.32,2.1,0.0615043951251842
4.4,13.0,11.8,4.4,4.4,47.2,0.0,0.51,14.0,22.0,0.105,0.06,2.0,32.0,0.14,0.02,0.1,0.32,0.5,0.3,1.8,5.0,24.0,22.0,3.1,0.1,0.2,0.5,0.27,1.7,0.128188076142957
40.4,5.8,1.0,4.4,3.2,34.0,0.0,0.5,14.0,32.0,0.035,0.01,2.0,17.0,0.105,0.01,0.1,0.46,0.2,1.4,1.8,1.2,12.0,11.0,2.6,0.8,1.0,4.5,0.19,1.0,0.035868283957368
9.2,9.4,4.6,11.6,24.8,46.0,0.0,0.51,14.0,18.0,0.175,0.07,2.0,19.0,0.07,0.03,0.1,0.47,2.3,1.4,5.0,4.1,15.0,0.0,4.7,2.7,0.8,0.1,0.77,2.8,0.0739823098875521
18.8,11.8,2.2,20.0,5.6,25.6,0.0,0.5,14.0,14.0,0.175,0.03,2.0,10.0,0.175,0.02,0.1,0.37,0.6,1.3,1.5,1.3,28.0,17.0,3.4,3.4,0.3,4.0,0.47,1.1,0.039718481735093
41.6,5.8,1.0,15.2,8.0,43.6,0.0,0.51,14.0,18.0,0.175,0.06,2.0,17.0,0.035,0.02,0.1,0.38,0.4,1.6,3.3,2.7,11.0,16.0,2.6,2.2,4.6,2.9,0.11,1.3,0.0339702495076117
41.6,11.8,1.0,3.2,4.4,38.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,19.0,0.175,0.05,0.1,0.36,0.5,1.7,2.3,2.5,11.0,5.0,4.5,1.8,2.3,3.9,0.4,1.1,0.0178565255974995
12.8,9.4,3.4,22.4,14.0,25.6,0.0,0.51,14.0,11.0,0.14,0.04,2.0,35.0,0.175,0.1,0.1,0.29,1.5,1.4,4.4,3.6,2.0,21.0,3.1,0.5,4.8,0.7,0.27,1.9,0.0597947840614128
40.4,11.8,1.0,11.6,4.4,37.6,0.0,0.51,14.0,27.0,0.07,0.05,2.0,34.0,0.14,0.06,0.1,0.47,0.4,0.5,1.9,4.3,18.0,5.0,4.9,0.1,3.2,1.7,0.19,1.0,0.018279146055316
20.0,9.4,2.2,24.8,15.2,23.2,0.0,0.5,14.0,34.0,0.175,0.02,2.0,10.0,0.035,0.02,0.1,0.03,1.9,4.4,5.0,3.3,7.0,11.0,0.6,3.5,3.7,3.9,1.05,2.5,0.0421951711590416
20.0,9.4,2.2,24.8,15.2,23.2,0.0,0.5,14.0,34.0,0.175,0.02,2.0,10.0,0.035,0.02,0.1,0.03,1.9,4.4,5.0,3.3,7.0,11.0,0.6,3.5,3.7,3.9,1.05,2.5,0.0421951711590416
20.0,9.4,2.2,24.8,15.2,23.2,0.0,0.5,14.0,34.0,0.175,0.02,2.0,10.0,0.035,0.02,0.1,0.03,1.9,4.4,5.0,3.3,7.0,11.0,0.6,3.5,3.7,3.9,1.05,2.5,0.0421951711590416
9.2,4.6,4.6,10.4,18.8,43.6,0.0,0.5,14.0,7.0,0.105,0.04,2.0,18.0,0.14,0.1,0.1,0.29,1.9,0.9,4.0,3.8,0.0,12.0,1.6,1.9,2.4,0.3,0.46,2.2,0.152158806330971
9.2,11.8,4.6,23.6,16.4,32.8,0.0,0.5,14.0,18.0,0.175,0.01,2.0,28.0,0.105,0.05,0.1,0.43,1.0,2.0,4.4,4.4,7.0,13.0,2.7,4.0,3.8,4.3,0.55,1.4,0.0691777942614133
42.8,4.6,1.0,8.0,5.6,4.0,0.0,0.5,14.0,23.0,0.07,0.01,2.0,12.0,0.175,0.05,0.1,0.45,0.5,2.4,2.8,5.0,10.0,11.0,4.3,1.3,0.2,4.6,0.27,1.6,0.043784624456482
